file,n_points,n_peaks_detected,Q101_tt_med_preOffset,Q101_I_med_preOffset,applied_offset_deg,measured_quartz_101_2theta,has_calcite,max_calcite_intensity,baseline_mode,bg_window_deg,asls_lam,asls_p,tt_015,I_015,FWHM_015,tt_021,I_021,FWHM_021,tt_101,I_101,FWHM_101,tt_104,I_104,FWHM_104,tt_110,I_110,FWHM_110,tt_113,I_113,FWHM_113,I015_over_I110,I021_over_I110,HWHM_015,delta_tt_104
data/BD_9_8.xrdml,7779,969,27.271943851241968,25.0,0.0942,26.026954305780407,True,150.0,none,0.6,100000.0,0.01,35.316131886675244,122.0,0.6552873225459876,43.84723474517357,100.0,0.5247338486911772,21.796715211797377,162.0,,30.97955756389303,1058.0,0.32932028446376904,37.4301074235999,161.0,0.4586198904464567,41.114942252784786,318.0,0.4073371834983277,0.7577639751552795,0.6211180124223602,0.3276436612729938,-0.027742436106969137
data/Dolomite_100.xrdml,8378,273,26.35282405091799,21.0,0.0942,26.35282405091799,False,99.0,none,0.6,100000.0,0.01,35.25764244258088,306.0,0.18007548335680212,43.73861149321954,165.0,0.2365023641101729,22.00560607379969,152.0,0.39096411865622827,30.921068120136088,6064.0,0.17930799609955628,37.296417268547216,343.0,0.18643624326172414,41.07316407730453,2423.0,0.1771190840487975,0.892128279883382,0.48104956268221577,0.09003774167840106,-0.08623187986391301
data/KDE_179_9.xrdml,7779,959,26.762250144710723,305.0,0.0942,26.762250144710723,True,142.0,none,0.6,100000.0,0.01,35.42475513560813,170.0,0.6671775231159955,43.947502359573164,139.0,2.6667239713983193,22.12258495859604,178.0,,31.029691371092827,1922.0,0.3886341643394893,37.4635299617331,256.0,0.4439504721813279,41.19849859811777,585.0,0.42735735405553044,0.6640625,0.54296875,0.33358876155799777,0.022391371092826517
data/KDE_274.xrdml,7779,883,26.737183241110827,29.0,0.0942,26.737183241110827,True,141.0,none,0.6,100000.0,0.01,35.40804386654153,238.0,0.46079777111415865,43.86394601424017,193.0,0.4551670473525462,22.047384247796348,200.0,,31.02133573655953,3455.0,0.2859947769872022,37.4301074235999,370.0,0.352350680858045,41.19014296358448,879.0,0.36138594108480504,0.6432432432432432,0.5216216216216216,0.23039888555707932,0.014035736559527834
data/KDE_293_5.xrdml,7779,868,26.17735572737979,34.0,0.0942,26.17735572737979,True,192.0,none,0.6,100000.0,0.01,35.44146640467473,272.0,0.39866206882111044,43.947502359573164,185.0,0.5353574411692321,22.11422932406274,197.0,,31.038047005626126,3588.0,0.2825685810796763,37.4718855962664,379.0,0.3570790364989307,41.24027677078427,931.0,0.32467732812047245,0.7176781002638523,0.48812664907651715,0.19933103441055522,0.0307470056261252
data/KDW2_131.8A_g2.xrdml,4787,609,26.766427839707482,30.0,0.0942,26.766427839707482,False,91.0,none,0.6,100000.0,0.01,35.29524263249478,130.0,0.5489009118247168,43.76785600447764,123.0,0.39898154685619147,22.009783794770165,123.0,1.4435353298372249,30.967023967122863,1601.0,0.24817781772451397,37.38415125477852,169.0,0.4256499469340227,41.16089804386753,467.0,0.2955805700531542,0.7692307692307693,0.727810650887574,0.2744504559123584,-0.04027603287713788
data/KDW2_64_8.xrdml,7779,971,26.77896141377732,844.0,0.0942,26.77896141377732,True,194.0,none,0.6,100000.0,0.01,35.366265693875036,163.0,0.6057290103954927,43.897368552373365,146.0,0.6893398489971716,22.013961709663153,171.0,,31.01298010202623,1809.0,0.3371677583497572,37.4635299617331,236.0,0.4661431265394995,41.21520986718437,575.0,0.36786675751245923,0.690677966101695,0.6186440677966102,0.3028645051977463,0.00568010202622915
data/MD2_120_1.xrdml,7779,969,26.837450855510415,56.0,0.0942,26.837450855510415,True,133.0,none,0.6,100000.0,0.01,35.44146640467473,182.0,0.7542700923496852,43.93079109050657,167.0,0.573355683927808,21.913694095263565,172.0,,31.029691371092827,2523.0,0.35956216071166835,37.4635299617331,296.0,0.462191381635769,41.24027677078427,693.0,0.43467407759450083,0.6148648648648649,0.5641891891891891,0.3771350461748426,0.022391371092826517
data/MD2_180_1.xrdml,7779,988,26.820739586443818,140.0,0.0942,26.820739586443818,True,155.0,none,0.6,100000.0,0.01,35.37462132840834,195.0,0.621516985710926,43.87230164877347,162.0,2.3527079521617793,22.03067297872975,195.0,,31.02133573655953,2772.0,0.38237196222343783,37.4551743271998,324.0,0.47196306576964986,41.24027677078427,721.0,0.47416108839343707,0.6018518518518519,0.5,0.310758492855463,0.014035736559527834
data/MD6_258.6_ooid.xrdml,4787,606,26.783139108685752,38.0,0.0942,26.783139108685752,False,94.0,none,0.6,100000.0,0.01,35.428932784320935,100.0,0.5984723202842943,43.91825742528207,86.0,0.7392747086101323,22.160185215574593,103.0,,31.017157774057672,797.0,0.3116310618141682,37.4509963306916,147.0,0.43282186653719634,41.19432058182407,274.0,0.41906510622468574,0.6802721088435374,0.5850340136054422,0.29923616014214716,0.00985777405767152
data/MD6_259_5.xrdml,7779,984,26.770605779244022,169.0,0.0942,26.770605779244022,True,127.0,none,0.6,100000.0,0.01,35.42475513560813,159.0,0.6252653252339186,43.897368552373365,147.0,0.6380123797211965,22.13094059312934,159.0,,31.00462446749293,1474.0,0.33939002525193374,37.40504052000001,222.0,0.4110176415665663,41.19849859811777,480.0,0.37834899527096155,0.7162162162162162,0.6621621621621622,0.3126326626169593,-0.0026755325070695335
data/MD6_259.5_g2.xrdml,4787,613,26.733005301750943,183.0,0.0942,26.733005301750943,False,94.0,none,0.6,100000.0,0.01,35.328665170451316,148.0,0.40023489202955886,43.88483488732553,131.0,0.5071286671627107,22.126762677618053,129.0,,30.983735236101133,1491.0,0.3305109656846099,37.43428506171333,207.0,0.4502107570929397,41.19432058182407,504.0,0.3425810140545451,0.714975845410628,0.6328502415458938,0.20011744601477943,-0.02356476389886808
data/MDE_118_6.xrdml,7779,888,26.43638039791206,20.0,0.0942,26.01859867124711,True,134.0,none,0.6,100000.0,0.01,35.41639950107483,202.0,0.47627116839804984,43.91407982143996,162.0,0.6771545486361106,22.189430034862433,190.0,,31.079825178292623,3208.0,0.32339346798261914,37.488596865332994,334.0,0.33890971845946893,41.273699308917465,824.0,0.35703858841616665,0.6047904191616766,0.48502994011976047,0.23813558419902492,0.07252517829262217
data/MDE_156_3.xrdml,7779,861,26.77896141377732,40.0,0.0942,26.77896141377732,True,131.0,none,0.6,100000.0,0.01,35.316131886675244,235.0,0.513476952167153,43.805456572507076,180.0,0.4706701386559402,22.13094059312934,182.0,,31.00462446749293,3301.0,0.2987163536837194,37.40504052000001,349.0,0.3292895886469367,41.21520986718437,880.0,0.35765298901389286,0.673352435530086,0.5157593123209169,0.2567384760835765,-0.0026755325070695335
data/MDE_175_3.xrdml,7779,868,26.79567268284392,115.0,0.0942,26.79567268284392,True,158.0,none,0.6,100000.0,0.01,35.357910059341734,226.0,0.42309894864068553,43.83887911064028,195.0,0.4428001918037836,22.164363131262537,210.0,,31.02133573655953,3319.0,0.31775092522399717,37.446818692666504,372.0,0.32770798639599263,41.19014296358448,899.0,0.3744342743783946,0.6075268817204301,0.5241935483870968,0.21154947432034277,0.014035736559527834
