Dolomite_hkl,2theta,height,fwhm
(012),23.144260391792237,98.0,
(104),30.981845584026743,2742.0,0.24431724773141994
(006),36.003581938539476,75.0,
(015),38.47684976039599,65.0,
(113),41.18407534918489,849.0,0.2681567882747231
(202),45.79638561156596,96.0,2.831194281912744
(018),50.43376277754694,305.0,1.1920904211185999
(116),50.993590291277975,439.0,1.0298862135962068
(021),60.92843975137054,61.0,15.624409904679212
