Quartz_hkl,2theta,height,fwhm
(100),20.863172164201597,161.0,
(101),26.60349308857804,113.0,
(110),36.546698183203915,96.0,
(102),39.44610336625868,85.0,
(112),50.14131556888147,182.0,3.0644177944530213
(211),59.87562980017486,193.0,0.7476786482807469
(203),68.12264108454102,89.0,6.197470544515596
