Quartz_hkl,2theta,height,fwhm
(100),20.90495033686809,182.0,
(101),26.620204357644642,92.0,
(110),36.55505381773721,69.0,
(102),39.479525904391885,71.0,
(112),50.10789303074827,110.0,1.8702695297034353
(211),59.87562980017486,103.0,1.716435334916632
(203),68.12264108454102,60.0,9.975959181996409
