Dolomite_hkl,2theta,height,fwhm
(012),23.119193488192337,131.0,
(104),31.03197939122654,1026.0,0.34377785257462534
(006),35.98687066947288,79.0,
(015),38.49356102946259,77.0,
(113),41.20914225278479,318.0,0.4073371834983277
(202),45.80474124609926,64.0,
(018),50.517319122879925,207.0,1.1989440308727026
(116),51.01865719487787,209.0,1.1978100519003263
(021),60.87830594417075,60.0,9.975959181996409
