Dolomite_hkl,2theta,height,fwhm
(012),23.119193488192337,161.0,
(104),31.048690660293136,1462.0,0.39480373169838145
(006),36.05371574573927,137.0,1.4186474831786242
(015),38.485205394929295,78.0,
(113),41.133941541985095,317.0,0.6605013048093227
(202),45.77967434249936,86.0,
(018),50.52567475741323,240.0,1.5245452037042284
(116),50.97687902221137,306.0,1.2247295892578762
(021),60.920084116837245,86.0,6.051866726260883
