Dolomite_hkl,2theta,height,fwhm
(012),23.160971660858834,136.0,
(104),31.11553573655953,3455.0,0.2859947769872022
(006),35.995226304006174,105.0,
(015),38.54369483666239,79.0,
(113),41.15900844558499,613.0,0.47342184715907365
(202),45.813096880632564,88.0,
(018),50.492252219280026,383.0,1.4065318131053388
(116),50.97687902221137,471.0,1.2364297318889115
(021),60.94515102043714,71.0,2.9150646939283646
