Quartz_hkl,2theta,height,fwhm
(100),20.96761750424781,157.0,0.6828631233818996
(101),26.733005301750943,315.0,0.2539220625619194
(110),36.4923863850606,88.0,
(102),39.483703532170914,92.0,3.739774677082579
(112),50.0619367954158,103.0,3.306742349075165
(211),59.82131787872545,137.0,0.7484559593642643
(203),68.07668475399082,82.0,1.7648956848717319
