Quartz_hkl,2theta,height,fwhm
(100),20.796327087935204,117.0,
(101),26.68704943391103,261.0,0.24525394208027507
(110),36.52998691413732,84.0,2.598602339856008
(102),39.46281463532528,79.0,4.142149151735502
(112),50.13295993434817,169.0,1.696890113137485
(211),59.87562980017486,209.0,0.46054105338649265
(203),68.06415164280793,67.0,1.7993626866500279
