Quartz_hkl,2theta,height,fwhm
(100),20.838105260601697,219.0,
(101),26.61184872311134,238.0,0.400374154720577
(110),36.53834254867061,101.0,
(102),39.43774773172539,103.0,
(112),50.17473810701466,186.0,1.750207019207103
(211),59.850562896574964,149.0,0.8941957264225451
(203),68.10592981547443,91.0,10.67749277301887
