Quartz_hkl,2theta,height,fwhm
(100),20.917483697313,74.0,
(101),26.632737687881324,74.0,
(110),36.52580892301714,72.0,
(102),39.500414801149184,56.0,0.8132817569424731
(112),50.095359333372336,103.0,2.99695720039049
(211),59.87145168566026,147.0,0.4709206280060769
(203),68.16024109888217,46.0,6.916078032864007
