Dolomite_hkl,2theta,height,fwhm
(012),23.169327295392133,127.0,
(104),31.090468832959633,4019.0,0.24788817638085803
(006),36.02029320760607,102.0,
(015),38.49356102946259,94.0,
(113),41.18407534918489,720.0,0.38775878493500926
(202),45.788029977032664,99.0,8.771489421828093
(018),50.50896348834663,419.0,1.1811269665216386
(116),50.968523387678076,392.0,1.2179392336643602
(021),,,
