Quartz_hkl,2theta,height,fwhm
(100),20.888239067801493,210.0,
(101),26.72047197204423,249.0,0.40619988879796054
(110),36.55505381773721,105.0,
(102),39.43774773172539,95.0,
(112),50.158026837948064,269.0,1.893695147948577
(211),59.825495992975064,174.0,1.2345450022949365
(203),68.13099671907432,102.0,6.917536989734579
