Dolomite_hkl,2theta,height,fwhm
(012),23.152616026325536,151.0,
(104),31.11553573655953,3319.0,0.31775092522399717
(006),35.97015940040628,99.0,
(015),38.49356102946259,85.0,
(113),41.0670964657187,389.0,0.6617364134853787
(202),45.788029977032664,81.0,
(018),50.45882968114683,372.0,1.3535083489627766
(116),50.993590291277975,491.0,1.2792302394761421
(021),60.88666157870405,74.0,5.313719361259679
