Dolomite_hkl,2theta,height,fwhm
(012),23.160971660858834,149.0,
(104),30.965134314960146,704.0,0.5835320856135446
(006),36.02029320760607,120.0,1.4687386137504248
(015),38.47684976039599,71.0,
(113),41.292698598117774,400.0,0.3975715356375318
(202),45.83816378423246,73.0,
(018),50.52567475741323,174.0,1.4508340837037679
(116),51.01030156034457,234.0,1.2153270428683456
(021),60.90337284777065,78.0,2.7782729140018603
