Quartz_hkl,2theta,height,fwhm
(100),20.8297496260684,174.0,
(101),26.62855999217794,97.0,
(110),36.546698183203915,91.0,
(102),39.49623717345848,87.0,
(112),50.12460429981487,204.0,2.811055479980098
(211),59.858918531108266,179.0,0.8524631953559023
(203),68.13099671907432,89.0,5.597021792130363
