Quartz_hkl,2theta,height,fwhm
(100),20.838105260601697,157.0,
(101),26.653626895777837,96.0,
(110),36.588476355870405,91.0,
(102),39.454459000791985,74.0,
(112),50.12460429981487,119.0,2.940519655653816
(211),59.87562980017486,167.0,0.6835953502555299
(203),68.11428545000773,70.0,5.354290608938037
