Quartz_hkl,2theta,height,fwhm
(100),20.846460895135,169.0,
(101),26.63691562671124,113.0,
(110),36.53834254867061,86.0,
(102),39.48788153892518,80.0,
(112),50.16638247248137,146.0,2.0096969146592727
(211),59.858918531108266,183.0,0.5895831089916044
(203),68.10592981547443,79.0,5.429560950025504
