Quartz_hkl,2theta,height,fwhm
(100),20.771260184335308,192.0,
(101),26.63691562671124,472.0,0.37994984623875183
(110),36.56340945227051,132.0,1.6267777695215244
(102),39.41268082812549,99.0,
(112),50.04940358901518,161.0,2.924332826079109
(211),59.84220726204167,192.0,0.7542277496071108
(203),68.10592981547443,140.0,1.507857807879148
