Quartz_hkl,2theta,height,fwhm
(100),20.89659470233479,172.0,
(101),26.61184872311134,106.0,
(110),36.521631279604016,99.0,
(102),39.46281463532528,97.0,7.382236267449606
(112),50.066114858081775,150.0,3.1057176081815285
(211),59.833851627508366,192.0,0.6653870300017175
(203),68.10592981547443,78.0,5.720955512575742
