Quartz_hkl,2theta,height,fwhm
(100),20.8213939915351,227.0,
(101),26.670338164844434,472.0,0.44939764111527225
(110),36.52998691413732,115.0,
(102),39.48788153892518,113.0,4.5255937732181835
(112),50.10789303074827,219.0,2.6301945961390487
(211),59.833851627508366,162.0,0.8896551926770471
(203),68.14770798814092,119.0,1.7740056568510596
