Dolomite_hkl,2theta,height,fwhm
(012),23.119193488192337,127.0,
(104),31.057046294826435,1616.0,0.2831192821137485
(006),36.003581938539476,91.0,
(015),38.485205394929295,99.0,
(113),41.108874638385196,298.0,0.589185632494825
(202),45.83816378423246,102.0,
(018),50.45882968114683,228.0,1.5407829523783647
(116),51.085502271144264,310.0,1.3416761736325924
(021),60.93679538590384,82.0,
