Quartz_hkl,2theta,height,fwhm
(100),20.817216083443377,96.0,
(101),26.716294032772673,82.0,
(110),36.4923863850606,71.0,
(102),39.416858456257835,65.0,4.118213718544993
(112),50.095359333372336,99.0,3.158690950470806
(211),59.82131787872545,93.0,0.9356453820166877
(203),68.1435298299039,55.0,5.930113163146082
