Quartz_hkl,2theta,height,fwhm
(100),20.846460895135,200.0,
(101),26.661982530311136,122.0,
(110),36.58012072133711,115.0,
(102),39.429392097192085,87.0,
(112),50.116248665281574,188.0,2.7659292775612982
(211),59.93411924190796,225.0,0.6109443367582728
(203),68.10592981547443,94.0,5.430923714229138
