Dolomite_hkl,2theta,height,fwhm
(012),23.144260391792237,111.0,
(104),31.006912487626643,1638.0,0.38026019800598476
(006),36.01193757307277,79.0,
(015),38.51862793306249,73.0,
(113),41.15900844558499,412.0,0.49590690955129446
(202),45.80474124609926,76.0,
(018),50.517319122879925,255.0,1.4090075566707583
(116),51.02701282941117,358.0,1.1562109285452564
(021),60.869950309637446,69.0,3.2556934184282227
