Dolomite_hkl,2theta,height,fwhm
(012),23.160971660858834,119.0,
(104),31.048690660293136,1847.0,0.3408567516330443
(006),35.98687066947288,95.0,
(015),38.4684941258627,86.0,
(113),41.1172302729185,370.0,0.5807489862446431
(202),45.854875053299054,118.0,2.6810482413839196
(018),50.55074166101312,329.0,1.4682242480761971
(116),50.943456484078176,326.0,1.4700262589824362
(021),60.91172848230394,84.0,3.223101335734974
