Quartz_hkl,2theta,height,fwhm
(100),20.838105260601697,292.0,
(101),26.60349308857804,551.0,0.47098945632517086
(110),36.52998691413732,132.0,1.827347430880593
(102),39.47117026985858,120.0,0.7821222074606808
(112),50.14967120341477,259.0,1.7096888231765774
(211),59.89234106924146,196.0,0.760014591091327
(203),68.11428545000773,169.0,1.3392780373237372
