Quartz_hkl,2theta,height,fwhm
(100),20.871527798734895,184.0,
(101),26.661982530311136,112.0,
(110),36.55505381773721,98.0,
(102),39.454459000791985,85.0,
(112),49.96584724368219,136.0,3.4989915911067584
(211),59.80878472390847,172.0,0.8167632756299881
(203),68.09757418094112,82.0,10.008483489417273
