Dolomite_hkl,2theta,height,fwhm
(012),23.144260391792237,129.0,
(104),31.03197939122654,1505.0,0.3469118904208308
(006),36.028648842139376,85.0,
(015),38.460138491329396,78.0,
(113),41.12558590745179,303.0,0.5820933807544364
(202),45.80474124609926,71.0,
(018),50.50060785381333,241.0,1.3696757814713933
(116),50.98523465674467,286.0,1.2064263026535826
(021),60.90337284777065,70.0,11.337508930742146
