Dolomite_hkl,2theta,height,fwhm
(012),23.156793740401174,87.0,
(104),31.077935236101133,1491.0,0.3305109656846099
(006),36.00775958469077,87.0,
(015),38.56458373836607,67.0,
(113),41.07127408510656,261.0,0.6443922943086378
(202),45.81727447493523,82.0,
(018),50.41287344395947,201.0,1.5385672141964193
(116),50.897500244329294,255.0,1.3977427744273356
(021),60.92426163129127,62.0,3.399527872061327
