Dolomite_hkl,2theta,height,fwhm
(012),23.127549122725636,132.0,
(104),31.03197939122654,2447.0,0.40075832182555615
(006),35.978515034939576,103.0,
(015),38.49356102946259,88.0,
(113),41.200786618251485,623.0,0.5208070453275226
(202),45.80474124609926,100.0,9.340763844775005
(018),50.43376277754694,301.0,1.7237893927315184
(116),51.05207973301106,523.0,1.214526294558901
(021),60.87830594417075,68.0,
