Dolomite_hkl,2theta,height,fwhm
(012),23.17768292992543,136.0,
(104),31.02362375669324,1541.0,0.4749537229482108
(006),36.02029320760607,102.0,
(015),38.47684976039599,86.0,
(113),41.133941541985095,372.0,0.6973473320915815
(202),45.80474124609926,105.0,3.1388985578654527
(018),50.50060785381333,341.0,1.5834819047945246
(116),50.95181211861148,399.0,1.4052784679253492
(021),60.87830594417075,71.0,4.887245453670509
