Quartz_hkl,2theta,height,fwhm
(100),20.863172164201597,178.0,
(101),26.595137454044742,99.0,
(110),36.546698183203915,85.0,
(102),39.44610336625868,76.0,
(112),50.13295993434817,111.0,3.5403203319157797
(211),59.79207345484187,134.0,0.8611675048640848
(203),68.11428545000773,70.0,11.337508930742146
