Dolomite_hkl,2theta,height,fwhm
(012),23.106659933466364,86.0,
(104),31.061223967122864,1601.0,0.24817781772451397
(006),36.02447085366904,58.0,
(015),38.5478724693878,59.0,
(113),41.12140789204137,268.0,0.5192164745724668
(202),45.85069701289177,65.0,3.154284156704186
(018),50.42958471293774,179.0,1.488446865216325
(116),51.064612934112,292.0,1.1008914914632228
(021),60.907550362312996,58.0,0.3342253795654031
